nic_id,username,mobile_number,bank_account,amount_transferred,transaction_datetime,location,ip_address,is_fraud
19891346676,user2076,0749889918,594494567634,486294.93,2026-04-08T05:00:10.867878,"Colombo, Sri Lanka",179.39.145.131,0
19812269796,user7163,0712536845,124980671350,3593640.46,2025-08-20T13:33:16.867878,Unknown,110.179.36.166,1
19891708694,user1768,0739937666,707529895067,467010.6,2025-12-16T01:57:10.867878,"Colombo, Sri Lanka",131.32.14.111,0
19951882740,user6691,0732479208,165579692901,115348.02,2026-03-03T14:35:15.867878,"Colombo, Sri Lanka",239.179.27.36,0
19761134661,user5858,0739472306,438407179711,87641.83,2026-04-09T13:01:30.867878,"Colombo, Sri Lanka",185.239.223.104,0
19612576635,user1123,0787954730,615281569264,337453.48,2026-03-16T09:37:06.867878,"Colombo, Sri Lanka",110.253.173.213,0
19531493256,user2695,0730473015,495265662958,336392.7,2025-11-01T23:08:08.867878,"Colombo, Sri Lanka",181.252.16.35,0
19572759992,user4321,0786543905,281993272865,351981.38,2026-04-01T03:59:35.867878,"Colombo, Sri Lanka",95.75.80.218,0
19520243641,user1247,0730776329,139524230098,261491.67,2025-07-19T05:30:42.867878,"Colombo, Sri Lanka",79.64.165.187,0
19651534060,user4259,0792758433,960349754233,121988.9,2025-07-24T15:36:34.867878,"Colombo, Sri Lanka",150.82.211.142,0
19632257515,user6739,0792337840,222763193435,327635.26,2026-04-25T01:29:44.867878,"Colombo, Sri Lanka",251.152.2.151,0
19932115288,user1173,0739999737,814709753374,377194.91,2026-01-12T20:24:10.867878,"Colombo, Sri Lanka",85.57.195.27,0
19750024276,user8482,0754565823,982628366579,18843.31,2026-03-16T19:21:36.867878,"Colombo, Sri Lanka",242.74.155.222,0
20022111238,user1336,0752744282,884699562736,109399.09,2026-02-26T00:24:15.867878,"Colombo, Sri Lanka",46.15.44.84,0
19892295874,user8209,0721458502,985205025049,372050.44,2026-02-10T08:25:24.867878,"Colombo, Sri Lanka",191.88.170.206,0
19860383668,user9675,0795465228,741201254172,92745.51,2025-12-27T07:03:52.867878,"Colombo, Sri Lanka",65.107.249.233,0
19811807320,user3392,0759950455,952026027312,199715.76,2026-04-19T21:45:33.867878,"Colombo, Sri Lanka",238.25.6.167,0
19982307200,user9545,0719781121,140988748834,249254.36,2025-09-11T15:15:49.867878,"Colombo, Sri Lanka",137.66.205.28,0
19752538159,user5979,0788030019,548508901642,18251.2,2025-12-06T00:34:15.867878,"Colombo, Sri Lanka",207.80.229.30,0
19533298726,user3087,0723570201,274568658127,154298.12,2025-08-19T00:00:23.867878,"Colombo, Sri Lanka",203.231.223.61,0
19571977109,user6634,0732812102,943548369784,228579.56,2026-04-29T20:31:59.867878,"Colombo, Sri Lanka",167.73.221.34,0
19751806185,user6906,0792729932,256637876688,267940.97,2026-03-09T18:29:11.867878,"Colombo, Sri Lanka",10.141.192.237,0
19681221831,user5829,0761622341,573577465954,329225.66,2025-10-28T20:28:43.867878,"Colombo, Sri Lanka",37.20.48.176,0
19681922598,user9678,0787629702,286178175994,29836.99,2025-07-15T22:41:42.867878,"Colombo, Sri Lanka",21.216.40.144,0
19770626230,user3538,0728978093,378307326523,389831.58,2025-08-14T14:56:27.867878,"Colombo, Sri Lanka",157.40.222.13,0
19972317295,user2954,0781714556,973703142701,409042.92,2025-12-06T11:14:07.867878,"Colombo, Sri Lanka",36.16.95.105,0
19761082362,user8041,0750049184,874811220446,77957.04,2025-10-23T12:16:49.867878,"Colombo, Sri Lanka",245.49.188.214,0
19760491255,user7929,0725395691,323575176919,153243.6,2026-03-20T21:10:32.867878,"Colombo, Sri Lanka",68.106.68.201,0
19580682379,user5284,0753065599,660269700748,155709.43,2026-03-10T19:32:36.867878,"Colombo, Sri Lanka",130.20.111.201,0
19561853819,user5444,0742470819,835028502939,304246.6,2026-06-09T03:12:04.867878,"Colombo, Sri Lanka",176.206.65.22,0
20053367848,user7961,0756632998,431700771655,424694.77,2026-01-10T19:40:34.867878,"Colombo, Sri Lanka",225.162.5.15,0
19542205103,user5673,0788787304,120536475272,369920.2,2025-08-27T06:39:37.867878,"Colombo, Sri Lanka",142.199.131.47,0
19981625450,user3605,0741030210,887687931979,248412.22,2025-10-03T08:42:08.867878,"Colombo, Sri Lanka",26.138.149.54,0
19623251176,user7688,0747479569,610057622249,334012.69,2025-08-19T05:46:12.867878,"Colombo, Sri Lanka",3.122.80.180,0
19783401601,user1583,0717015393,343095565824,189634.36,2026-04-16T02:19:52.867878,"Colombo, Sri Lanka",180.6.97.170,0
19543167760,user8047,0751347774,756006870613,49226.0,2025-11-24T02:22:55.867878,"Colombo, Sri Lanka",56.115.191.248,0
19562151147,user4977,0781271674,383356219493,283835.37,2026-01-24T06:11:32.867878,"Colombo, Sri Lanka",244.248.157.97,0
19980435831,user7965,0737645807,147827307642,255129.95,2025-09-14T00:45:11.867878,"Colombo, Sri Lanka",254.164.214.107,0
19832186506,user7171,0753262583,321256273384,346214.39,2026-03-05T09:15:39.867878,"Colombo, Sri Lanka",120.43.91.29,0
19722289376,user9743,0727938249,188655355504,87128.06,2026-02-19T12:59:08.867878,"Colombo, Sri Lanka",18.95.63.81,0
20030304421,user1160,0726549521,210197599645,324928.83,2025-09-12T20:47:21.867878,"Colombo, Sri Lanka",221.215.49.208,0
19910913990,user1726,0771795933,853079546872,56754.65,2026-02-08T09:06:08.867878,"Colombo, Sri Lanka",162.78.254.30,0
19663373116,user3561,0758575207,880770542488,273077.75,2026-02-08T04:02:02.867878,"Colombo, Sri Lanka",112.3.208.233,0
19662078888,user3554,0762784245,349844236792,175178.05,2026-05-07T08:57:43.867878,"Colombo, Sri Lanka",119.187.105.221,0
19793478306,user5405,0763976253,724876128487,3184557.43,2025-11-04T06:26:19.867878,Unknown,162.67.246.160,1
19890834151,user9451,0752765530,336822184214,69359.29,2025-08-21T17:24:54.867878,"Colombo, Sri Lanka",56.229.142.158,0
19711945451,user8200,0719420798,599252780775,160741.53,2025-07-08T06:08:18.867878,"Colombo, Sri Lanka",107.141.244.136,0
19590166480,user3150,0796558016,148384306051,202489.15,2026-03-17T19:09:05.867878,"Colombo, Sri Lanka",224.155.53.232,0
19711096362,user7629,0775281571,382411423846,480910.51,2025-10-02T12:37:17.867878,"Colombo, Sri Lanka",37.228.28.164,0
19893246852,user4667,0732778140,960911669282,436971.38,2025-10-19T20:18:22.867878,"Colombo, Sri Lanka",245.64.226.239,0
19893643173,user3679,0778811716,767113942834,71059.13,2026-01-23T10:25:40.867878,"Colombo, Sri Lanka",101.219.192.64,0
19780019854,user2908,0780890258,798859469451,116714.61,2025-08-04T16:08:56.867878,"Colombo, Sri Lanka",211.204.54.150,0
19681688663,user7715,0710076994,987376582573,125318.48,2026-05-16T16:35:22.867878,"Colombo, Sri Lanka",133.131.176.14,0
20000564908,user7849,0740048701,426338748200,323984.13,2025-11-06T03:31:43.867878,"Colombo, Sri Lanka",43.175.129.60,0
19661041850,user4938,0746211730,832623110539,363596.76,2025-09-20T14:09:49.867878,"Colombo, Sri Lanka",19.101.161.87,0
19972418207,user6687,0789843388,431092582457,385699.87,2026-04-24T22:16:16.867878,"Colombo, Sri Lanka",246.19.88.115,0
19530592394,user8041,0715523427,659872940518,428259.37,2026-02-02T06:01:33.867878,"Colombo, Sri Lanka",183.226.85.167,0
19623584731,user9961,0782278706,264654552131,400786.23,2026-02-27T06:33:59.867878,"Colombo, Sri Lanka",234.13.5.254,0
19981897623,user8493,0777820812,816162405199,299019.49,2026-03-17T14:46:51.867878,"Colombo, Sri Lanka",138.26.211.118,0
20041768203,user5556,0745828480,144926091374,109359.17,2026-02-13T20:57:42.867878,"Colombo, Sri Lanka",208.184.50.149,0
19572529324,user3503,0755058145,704848176562,279128.39,2025-08-28T10:45:33.867878,"Colombo, Sri Lanka",44.144.59.101,0
19840865457,user3375,0775901706,920906738225,185841.23,2025-07-21T22:56:48.867878,"Colombo, Sri Lanka",182.184.125.236,0
19603107049,user9311,0797408407,160652671820,433705.93,2025-11-01T16:34:38.867878,"Colombo, Sri Lanka",250.7.123.78,0
19963655875,user2776,0757618748,894084419251,186685.04,2025-07-26T03:36:12.867878,"Colombo, Sri Lanka",223.55.3.122,0
19810978022,user4688,0776660860,226850099821,46091.19,2025-12-08T09:20:48.867878,"Colombo, Sri Lanka",76.75.34.230,0
19760112490,user4108,0763240249,375616118712,411139.99,2026-01-20T03:28:43.867878,"Colombo, Sri Lanka",69.13.2.52,0
19801971635,user4788,0739257656,166329930256,477149.64,2026-05-01T04:13:48.867878,"Colombo, Sri Lanka",155.64.80.16,0
19570282738,user4762,0739232898,190544117583,160652.74,2026-01-14T17:38:30.867878,"Colombo, Sri Lanka",246.7.233.150,0
19801202377,user9618,0793922979,741075817519,350445.51,2025-09-02T21:36:32.869434,"Colombo, Sri Lanka",148.142.24.191,0
19551434097,user2907,0760584394,541719578862,181840.84,2025-09-27T04:02:19.869434,"Colombo, Sri Lanka",225.146.232.84,0
19923273158,user7021,0748940655,469258146962,226306.49,2026-05-11T04:04:17.869434,"Colombo, Sri Lanka",203.219.222.10,0
19941061404,user2395,0719368528,789082916823,387157.33,2025-11-26T17:51:40.869434,"Colombo, Sri Lanka",247.37.152.165,0
19993237749,user4578,0798125255,765981967471,406733.68,2025-06-29T11:13:31.869434,"Colombo, Sri Lanka",75.191.130.99,0
19771521557,user2161,0749104135,879501327456,3202808.03,2025-11-29T05:02:43.869434,Unknown,167.43.131.179,1
19630376622,user1690,0767045783,395986791635,318017.8,2026-06-07T02:45:14.869434,"Colombo, Sri Lanka",253.95.251.144,0
19960287758,user4464,0774422275,777879628028,428777.72,2025-07-02T05:43:44.869434,"Colombo, Sri Lanka",82.168.250.203,0
19562939300,user7470,0760917427,357576674545,455661.26,2026-05-28T21:49:57.869434,"Colombo, Sri Lanka",203.33.185.0,0
19901471132,user5498,0727756640,778933566693,40447.46,2026-03-10T20:37:16.869434,"Colombo, Sri Lanka",20.210.83.37,0
19973194830,user2149,0734589737,804165811324,401098.13,2025-08-09T10:56:42.869434,"Colombo, Sri Lanka",191.237.186.148,0
19760584516,user4811,0751106407,751575018369,235132.89,2025-10-18T19:42:26.869434,"Colombo, Sri Lanka",200.253.78.91,0
19512132505,user4935,0713826030,738635204769,307024.46,2025-08-16T23:17:29.869434,"Colombo, Sri Lanka",87.32.233.202,0
19850488171,user3593,0767705726,132061265751,104603.42,2026-03-06T01:04:23.869434,"Colombo, Sri Lanka",219.124.10.26,0
19630633589,user4112,0793768939,238624130750,386332.63,2025-07-28T20:16:19.869434,"Colombo, Sri Lanka",246.196.34.62,0
19860509021,user8107,0779304203,880070471616,476486.58,2026-05-13T19:49:49.869434,"Colombo, Sri Lanka",34.142.24.218,0
19961371223,user4260,0785703223,231990829562,343990.36,2026-01-21T00:10:13.869434,"Colombo, Sri Lanka",215.177.79.4,0
19883319421,user9122,0721875292,334589930298,59798.99,2026-01-30T05:46:19.869434,"Colombo, Sri Lanka",17.216.107.63,0
20051199069,user8770,0763385018,343606897621,152277.34,2026-01-27T14:29:40.869434,"Colombo, Sri Lanka",90.56.11.11,0
19593499470,user2300,0711267861,546208272441,376548.25,2026-02-11T02:24:00.869434,"Colombo, Sri Lanka",94.149.222.217,0
19942191980,user8969,0722876130,517314941827,447218.85,2026-03-23T02:43:07.869434,"Colombo, Sri Lanka",200.250.103.138,0
19953246363,user3666,0795008597,961686591810,191462.09,2026-05-22T10:18:47.869434,"Colombo, Sri Lanka",212.100.181.162,0
19851853969,user6546,0718499094,488308934182,228414.55,2025-10-05T16:24:54.869434,"Colombo, Sri Lanka",222.208.41.247,0
19882218316,user4807,0765947676,862093913715,57665.65,2025-12-21T13:04:25.869434,"Colombo, Sri Lanka",5.194.23.38,0
19521535880,user6079,0739699744,690059241132,92775.57,2026-02-18T14:35:57.869434,"Colombo, Sri Lanka",35.74.27.245,0
19880478309,user3519,0780056254,211109818433,478455.86,2026-02-20T15:50:31.869434,"Colombo, Sri Lanka",177.36.72.77,0
19772548247,user7314,0712061873,845584282977,3206601.38,2025-07-21T23:01:59.869434,Unknown,87.111.160.2,1
19703615143,user1774,0714035168,500196752757,205746.38,2025-07-06T23:31:02.869434,"Colombo, Sri Lanka",241.130.117.168,0
20001563415,user1611,0720983126,826705474788,151308.43,2025-08-14T15:11:00.869434,"Colombo, Sri Lanka",123.104.148.70,0
19890023262,user9192,0755027146,493401363953,117867.95,2025-07-14T11:30:49.869434,"Colombo, Sri Lanka",230.127.158.150,0
19883305578,user9390,0750103323,669896804930,378149.34,2026-01-06T22:46:49.869434,"Colombo, Sri Lanka",65.215.234.150,0
20050837605,user2573,0721231693,495231617619,188171.67,2026-04-13T18:24:31.869434,"Colombo, Sri Lanka",60.165.123.29,0
19532635644,user2055,0746040169,510162143396,345229.33,2025-10-11T03:03:20.869434,"Colombo, Sri Lanka",63.73.3.207,0
19772367913,user7684,0734831669,730770890451,7074.7,2026-03-05T01:39:23.869434,"Colombo, Sri Lanka",6.199.59.24,0
19752886364,user3589,0786677426,468479972252,464430.3,2025-10-18T16:30:46.869434,"Colombo, Sri Lanka",174.81.197.88,0
19550011188,user2573,0757979512,746411174223,51700.17,2026-03-18T11:34:28.869434,"Colombo, Sri Lanka",194.166.88.214,0
19912169810,user3674,0771050354,587113614645,492374.55,2025-07-22T06:53:45.869434,"Colombo, Sri Lanka",87.30.189.2,0
19710718118,user7147,0762741582,190288869673,449145.54,2025-09-24T04:48:44.869434,"Colombo, Sri Lanka",18.194.109.220,0
19641891682,user8769,0732907014,812674957828,1787133.49,2025-12-21T12:20:34.869434,Unknown,235.205.175.230,1
19941546522,user5210,0760352951,713480071264,207276.43,2026-05-15T12:11:35.869434,"Colombo, Sri Lanka",16.85.182.178,0
19670947035,user9823,0740042570,672622004258,53924.18,2026-05-25T20:14:45.869434,"Colombo, Sri Lanka",117.254.198.19,0
19643184268,user7381,0753160423,413178358054,430278.42,2026-06-03T13:10:44.869434,"Colombo, Sri Lanka",217.179.208.178,0
19992604860,user2309,0764771038,691130818080,199421.51,2026-04-09T20:42:43.869434,"Colombo, Sri Lanka",44.193.174.114,0
19791409242,user5563,0720333399,202758235041,351728.91,2026-06-04T23:42:54.869434,"Colombo, Sri Lanka",101.30.236.98,0
19970833749,user3462,0758208173,858788218707,319539.45,2026-05-22T23:39:11.869434,"Colombo, Sri Lanka",236.74.253.117,0
20000058390,user1054,0779587557,286657311797,1703066.19,2025-12-25T16:53:20.869434,Unknown,243.70.154.88,1
19660657635,user8813,0737999366,339174750150,133922.9,2025-10-12T18:33:13.869434,"Colombo, Sri Lanka",249.62.47.104,0
19531748008,user8709,0720963276,599255468812,263167.48,2026-05-21T07:54:58.869434,"Colombo, Sri Lanka",69.87.170.94,0
19732164606,user9314,0746922076,330302399249,285505.71,2025-06-27T16:30:02.869434,"Colombo, Sri Lanka",176.179.109.11,0
19651002392,user3373,0729577303,117073348067,231056.75,2025-12-15T23:20:30.869434,"Colombo, Sri Lanka",130.235.201.60,0
20021167596,user9102,0733202566,407595534481,84267.62,2025-10-10T14:33:16.869434,"Colombo, Sri Lanka",128.107.144.46,0
19801993692,user4442,0745267394,879218939129,135398.81,2026-04-10T15:18:58.869434,"Colombo, Sri Lanka",38.154.42.113,0
19531511324,user5606,0714120858,767502429956,435763.38,2026-02-20T22:43:31.869434,"Colombo, Sri Lanka",114.206.181.12,0
19860041483,user1420,0766364824,826304212707,232591.32,2025-12-20T02:03:20.869434,"Colombo, Sri Lanka",19.229.239.187,0
19961871002,user7373,0716614997,389104612590,366233.18,2025-09-10T01:00:10.869434,"Colombo, Sri Lanka",175.59.201.76,0
19783609495,user3995,0776796299,683739537958,432669.22,2025-07-08T02:39:51.869434,"Colombo, Sri Lanka",106.135.241.24,0
20021389931,user8383,0739828471,187182023619,489523.75,2026-01-18T02:34:08.869434,"Colombo, Sri Lanka",254.173.77.233,0
19963094254,user9804,0734677851,399757332312,17049.42,2026-01-04T10:40:08.869434,"Colombo, Sri Lanka",73.94.38.17,0
19750168857,user7782,0787388929,145210114600,40996.5,2025-09-11T00:54:29.870500,"Colombo, Sri Lanka",64.175.71.80,0
19603574495,user3323,0795468914,362464614967,1753215.04,2025-09-29T22:33:05.870500,Unknown,0.26.94.2,1
19902054700,user4355,0712055854,380652514789,450837.05,2026-01-04T02:49:02.870500,"Colombo, Sri Lanka",181.251.184.136,0
19571495677,user4461,0739463197,585528156132,198749.71,2026-03-01T09:35:48.870500,"Colombo, Sri Lanka",10.109.100.97,0
20013525861,user3940,0752223176,251222816716,231623.44,2025-11-03T19:29:07.870500,"Colombo, Sri Lanka",123.215.177.156,0
20041302754,user4502,0719514948,929018132570,32040.19,2025-10-11T05:40:12.870500,"Colombo, Sri Lanka",182.92.131.218,0
19730483708,user1789,0719185166,433260646538,39839.26,2025-07-07T18:52:36.870500,"Colombo, Sri Lanka",244.224.64.219,0
19693399257,user9957,0772376205,413481302449,230179.55,2025-10-31T23:24:05.870500,"Colombo, Sri Lanka",214.250.16.20,0
19692779819,user4779,0762891851,340326387656,247543.56,2025-11-21T03:29:54.870500,"Colombo, Sri Lanka",37.170.13.24,0
19582619178,user2249,0787918172,270570472391,3607117.48,2025-12-26T03:53:27.870500,Unknown,133.102.169.123,1
19500522203,user3767,0710201710,211407110388,104898.34,2026-05-31T11:42:24.870500,"Colombo, Sri Lanka",75.249.199.214,0
19713128033,user4014,0764676967,673954495870,349985.14,2026-05-08T13:19:17.870500,"Colombo, Sri Lanka",20.200.215.251,0
19982031815,user1708,0713476236,797980486482,64950.36,2025-09-19T09:33:00.870500,"Colombo, Sri Lanka",218.82.155.99,0
19820889389,user3008,0790971825,102866369866,1076.91,2025-07-20T16:52:09.870500,"Colombo, Sri Lanka",23.70.34.26,0
19582786929,user9509,0734639830,138739969778,15649.12,2025-11-15T00:09:53.870500,"Colombo, Sri Lanka",179.58.235.54,0
19750789771,user9664,0799297016,900605784664,269945.9,2025-10-23T21:49:19.870500,"Colombo, Sri Lanka",163.75.5.84,0
19793643678,user7104,0769671503,179256099187,3617099.37,2025-08-06T18:35:43.870500,Unknown,35.31.133.226,1
20032343896,user2839,0717435941,879875237093,302150.4,2026-02-03T00:56:49.870500,"Colombo, Sri Lanka",180.224.45.26,0
19703516789,user6922,0720722272,370118095037,191378.5,2026-06-01T13:33:05.870500,"Colombo, Sri Lanka",181.209.8.95,0
19550498466,user9715,0752394785,260282653148,40643.59,2026-06-19T09:13:19.870500,"Colombo, Sri Lanka",120.209.109.134,0
20021422014,user3562,0778396175,219513507834,471392.76,2026-05-07T00:12:42.870500,"Colombo, Sri Lanka",174.245.245.6,0
19631111699,user9666,0783679207,739123154389,452395.56,2025-12-13T18:21:44.870500,"Colombo, Sri Lanka",219.78.152.204,0
19661671998,user9138,0754435195,789761249486,434129.71,2026-02-25T08:43:40.870500,"Colombo, Sri Lanka",44.255.196.61,0
19822283138,user8859,0735600222,705861990825,326947.64,2026-03-04T07:28:58.870500,"Colombo, Sri Lanka",17.168.153.184,0
19933328409,user6551,0728687875,713137841294,390978.4,2026-02-10T17:59:42.870500,"Colombo, Sri Lanka",57.200.49.208,0
19810404204,user6210,0719490116,221250410300,260321.07,2025-11-10T10:33:33.870500,"Colombo, Sri Lanka",138.125.52.199,0
19842897131,user7722,0781750122,761623823325,135887.74,2025-12-25T23:42:42.870500,"Colombo, Sri Lanka",150.39.42.74,0
19680586774,user8629,0787184584,773659688132,340753.23,2026-06-03T01:11:03.870500,"Colombo, Sri Lanka",9.142.208.201,0
20010016678,user5685,0770414077,461799508362,400442.6,2025-11-26T04:26:09.870500,"Colombo, Sri Lanka",172.237.115.112,0
19781703778,user9858,0754117319,564764229175,253147.68,2026-03-15T02:05:34.870500,"Colombo, Sri Lanka",76.35.203.252,0
19661742902,user6600,0737722454,912514767989,412807.82,2026-02-03T23:24:14.870500,"Colombo, Sri Lanka",89.25.1.9,0
19921929455,user3522,0782081272,298705405471,126447.63,2026-01-26T12:33:54.870500,"Colombo, Sri Lanka",125.242.98.166,0
19822381524,user1642,0763744821,375181684106,90155.07,2026-03-24T07:35:53.870500,"Colombo, Sri Lanka",38.212.200.14,0
19582295091,user7335,0755071327,386212831301,402302.39,2026-01-04T21:24:00.870500,"Colombo, Sri Lanka",105.146.16.252,0
19710904716,user1330,0732748202,434708929080,257611.64,2026-01-17T19:27:17.870500,"Colombo, Sri Lanka",49.190.138.123,0
20041044609,user2616,0791677994,947289238916,413210.71,2025-08-14T11:34:28.870500,"Colombo, Sri Lanka",67.70.18.178,0
20053289437,user8262,0775747555,924051999608,341253.94,2026-01-09T01:53:28.870500,"Colombo, Sri Lanka",90.147.66.114,0
19522119908,user6197,0716331305,687493235097,86608.76,2026-06-14T04:00:17.870500,"Colombo, Sri Lanka",38.79.1.151,0
19772364351,user7250,0716783630,449175109189,455000.27,2026-01-30T00:19:12.870500,"Colombo, Sri Lanka",51.238.96.128,0
19781712633,user6439,0719314656,882073151911,80562.3,2026-03-18T16:08:57.870500,"Colombo, Sri Lanka",215.40.159.128,0
19832378005,user6176,0796311611,391183507876,431785.98,2025-11-17T22:40:23.870500,"Colombo, Sri Lanka",159.116.98.30,0
19571356872,user8650,0718563693,980696355876,4944466.8,2025-11-28T03:43:42.870500,Unknown,12.150.239.226,1
19601991067,user7078,0717184555,956675025830,449288.14,2025-08-16T06:12:52.870500,"Colombo, Sri Lanka",63.238.81.221,0
19642273870,user2501,0762193349,117300815744,72532.95,2026-06-02T13:09:13.870500,"Colombo, Sri Lanka",22.31.225.10,0
19560122371,user6034,0732549510,751332552188,403956.41,2025-12-06T14:13:14.870500,"Colombo, Sri Lanka",52.93.53.38,0
19550048311,user3267,0731333124,998781106361,56185.08,2025-07-19T22:22:16.870500,"Colombo, Sri Lanka",199.64.10.92,0
19673332085,user3129,0785462707,696903637105,443906.89,2025-10-02T08:49:24.870500,"Colombo, Sri Lanka",22.21.121.167,0
19622861125,user5621,0733097900,167126168645,97824.55,2026-01-26T07:58:37.870500,"Colombo, Sri Lanka",39.183.106.228,0
19553443696,user4048,0773972730,578611666484,116080.93,2025-08-28T03:04:16.870500,"Colombo, Sri Lanka",98.217.223.51,0
20021847706,user7089,0732994003,754434477485,40453.45,2025-12-15T22:16:52.870500,"Colombo, Sri Lanka",121.222.119.41,0
19913284488,user5327,0780868017,820997774628,199865.75,2025-12-29T22:23:48.870500,"Colombo, Sri Lanka",250.158.82.114,0
19600943258,user1758,0723754640,443170347656,493831.79,2025-07-12T11:09:30.870500,"Colombo, Sri Lanka",131.179.128.160,0
19981766998,user8202,0798571800,345458199110,277004.66,2026-03-14T14:21:31.870500,"Colombo, Sri Lanka",100.166.110.99,0
19701186283,user5879,0764393223,165843634689,474569.18,2026-05-13T06:33:10.871483,"Colombo, Sri Lanka",91.255.124.73,0
19542816408,user2059,0718961382,150625449255,321360.44,2026-03-09T02:10:10.871483,"Colombo, Sri Lanka",75.87.203.245,0
19571853158,user5547,0774919723,426560937105,308562.33,2026-04-20T12:33:51.871483,"Colombo, Sri Lanka",92.105.73.19,0
20000605180,user6493,0730879591,766733513066,2498997.27,2026-01-14T02:58:06.871483,Unknown,114.142.214.170,1
19641918942,user3947,0734651905,336033680888,478702.97,2026-04-10T10:24:03.871483,"Colombo, Sri Lanka",47.6.105.167,0
19910577357,user3054,0750451028,374276395659,3111.38,2026-01-16T08:03:43.871483,"Colombo, Sri Lanka",84.247.103.236,0
19701587330,user8884,0773660432,162364085169,471248.2,2026-03-20T17:13:37.871483,"Colombo, Sri Lanka",143.225.96.229,0
19751133004,user5046,0788228722,811386212839,475899.44,2025-07-07T12:02:36.871483,"Colombo, Sri Lanka",168.166.118.50,0
19632329823,user6251,0739450467,305839877144,108042.65,2026-03-31T04:33:31.871483,"Colombo, Sri Lanka",147.4.149.188,0
20023424285,user4417,0711738874,351683510703,208367.11,2025-08-29T22:10:37.871483,"Colombo, Sri Lanka",90.236.93.101,0
19740757428,user2204,0774450091,363188626438,257385.43,2025-10-29T19:34:04.871483,"Colombo, Sri Lanka",177.121.194.179,0
19652136888,user5251,0757080257,137665556489,263240.28,2026-04-07T15:10:10.871483,"Colombo, Sri Lanka",147.96.5.29,0
19922725540,user7148,0757630850,812364919452,41810.86,2025-11-14T06:31:16.871483,"Colombo, Sri Lanka",151.136.169.148,0
20012728217,user4649,0750612259,777539967511,48114.22,2025-10-19T23:08:44.871483,"Colombo, Sri Lanka",201.132.186.203,0
19503546570,user2373,0765085054,418996901270,244310.25,2026-06-24T03:09:07.871483,"Colombo, Sri Lanka",223.69.99.216,0
19810068859,user6561,0784232286,335758034897,384641.53,2025-07-29T08:16:21.871483,"Colombo, Sri Lanka",198.189.184.136,0
19651685551,user8030,0751814137,740594180361,242197.58,2026-03-28T18:21:11.871483,"Colombo, Sri Lanka",46.207.174.118,0
19922899782,user7871,0727162945,550785682509,423177.71,2025-07-24T22:08:46.871483,"Colombo, Sri Lanka",59.191.19.151,0
19710716617,user9164,0710293197,212493221926,3611.6,2026-02-16T18:04:04.871483,"Colombo, Sri Lanka",131.149.91.37,0
